source_id,input_index,capability,kind,origin_path,origin_version,source_path,source_sha256,observed_implementation,observed_wiring,destination,integration_approach,proposed_route,human_access,agent_access,dependencies,missing_information,required_verification,next_action
cap-28bf062fbbe3c1a8f478,83,case_status,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,expose_implementation,"Expose toolkit/case_status through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_status, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_status through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","Use an isolated synthetic fixture for toolkit/case_status: verify the expected mutation or export/import effect, reject invalid scope and stale-version/conflict inputs, and prove no fixture or unverified source becomes accepted Advocatio evidence. Capture before/after hashes and the receipt.",Define toolkit/case_status's action-level contract and isolated synthetic write fixture; gate enablement on Task F route proof and mutation/rejection receipts.
cap-a4599dcddaa6fc88a3ed,84,case_docket,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/case_docket through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_docket, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_docket through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/case_docket, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/case_docket's current route and read contract, then gate the method on Task F connection evidence."
cap-8d3fb421da2739ba1041,85,case_memo,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,expose_implementation,"Expose toolkit/case_memo through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_memo, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_memo through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","Use an isolated synthetic fixture for toolkit/case_memo: verify the expected mutation or export/import effect, reject invalid scope and stale-version/conflict inputs, and prove no fixture or unverified source becomes accepted Advocatio evidence. Capture before/after hashes and the receipt.",Define toolkit/case_memo's action-level contract and isolated synthetic write fixture; gate enablement on Task F route proof and mutation/rejection receipts.
cap-9301477d9ca5e8378836,86,case_evidence_log,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,expose_implementation,"Expose toolkit/case_evidence_log through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_evidence_log, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_evidence_log through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","Use an isolated synthetic fixture for toolkit/case_evidence_log: verify the expected mutation or export/import effect, reject invalid scope and stale-version/conflict inputs, and prove no fixture or unverified source becomes accepted Advocatio evidence. Capture before/after hashes and the receipt.",Define toolkit/case_evidence_log's action-level contract and isolated synthetic write fixture; gate enablement on Task F route proof and mutation/rejection receipts.
cap-a8484e47fc03cc094931,87,case_eval,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,expose_implementation,"Expose toolkit/case_eval through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_eval, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_eval through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","Use an isolated synthetic fixture for toolkit/case_eval: verify the expected mutation or export/import effect, reject invalid scope and stale-version/conflict inputs, and prove no fixture or unverified source becomes accepted Advocatio evidence. Capture before/after hashes and the receipt.",Define toolkit/case_eval's action-level contract and isolated synthetic write fixture; gate enablement on Task F route proof and mutation/rejection receipts.
cap-b71da34d8fbb147a896b,88,case_reference,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,expose_implementation,"Expose toolkit/case_reference through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_reference, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_reference through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","Use an isolated synthetic fixture for toolkit/case_reference: verify the expected mutation or export/import effect, reject invalid scope and stale-version/conflict inputs, and prove no fixture or unverified source becomes accepted Advocatio evidence. Capture before/after hashes and the receipt.",Define toolkit/case_reference's action-level contract and isolated synthetic write fixture; gate enablement on Task F route proof and mutation/rejection receipts.
cap-5d44a7a97342e7609afc,89,case_source,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/case_source through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_source, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_source through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/case_source, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/case_source's current route and read contract, then gate the method on Task F connection evidence."
cap-bada6884cc8ec3298a34,94,checklist,mcp_widget,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\generated-widgets.ts,26ea34394abe94ebf2e7c90dd16c9da875e723291013ab036f9bfef4163150ce,generated HTML widget source present,registerAppResource loop; tool metadata points to UI URI,shared_code,adapt,Adapt toolkit widget checklist into the shared React/TypeScript resource view keyed to the method result and source identity.,Open the checklist panel from a selected method result; inspect source links and save a reviewed output or proposal.,Agent can request the checklist view metadata and method result; it cannot treat widget markup as authority or bypass method policy.,shared UI component contract; method result schema; source/result links; CSP and renderer policy,"Widget URI lifecycle, host support, and result-to-view data contract need confirmation.","Render checklist with a synthetic result, confirm keyboard/accessibility behavior, provenance links, and unavailable-state handling.",Convert widget checklist to a typed shared view and bind it to the governed method result.
cap-4e706f748fa050d0bdf2,95,chronology,mcp_widget,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\generated-widgets.ts,26ea34394abe94ebf2e7c90dd16c9da875e723291013ab036f9bfef4163150ce,generated HTML widget source present,registerAppResource loop; tool metadata points to UI URI,shared_code,adapt,Adapt toolkit widget chronology into the shared React/TypeScript resource view keyed to the method result and source identity.,Open the chronology panel from a selected method result; inspect source links and save a reviewed output or proposal.,Agent can request the chronology view metadata and method result; it cannot treat widget markup as authority or bypass method policy.,shared UI component contract; method result schema; source/result links; CSP and renderer policy,"Widget URI lifecycle, host support, and result-to-view data contract need confirmation.","Render chronology with a synthetic result, confirm keyboard/accessibility behavior, provenance links, and unavailable-state handling.",Convert widget chronology to a typed shared view and bind it to the governed method result.
cap-1c1006ba0ea19c8102e2,96,dashboard,mcp_widget,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\generated-widgets.ts,26ea34394abe94ebf2e7c90dd16c9da875e723291013ab036f9bfef4163150ce,generated HTML widget source present,registerAppResource loop; tool metadata points to UI URI,shared_code,adapt,Adapt toolkit widget dashboard into the shared React/TypeScript resource view keyed to the method result and source identity.,Open the dashboard panel from a selected method result; inspect source links and save a reviewed output or proposal.,Agent can request the dashboard view metadata and method result; it cannot treat widget markup as authority or bypass method policy.,shared UI component contract; method result schema; source/result links; CSP and renderer policy,"Widget URI lifecycle, host support, and result-to-view data contract need confirmation.","Render dashboard with a synthetic result, confirm keyboard/accessibility behavior, provenance links, and unavailable-state handling.",Convert widget dashboard to a typed shared view and bind it to the governed method result.
cap-b9b4d2e77eb5a8a5ce74,97,deadline,mcp_widget,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\generated-widgets.ts,26ea34394abe94ebf2e7c90dd16c9da875e723291013ab036f9bfef4163150ce,generated HTML widget source present,registerAppResource loop; tool metadata points to UI URI,shared_code,adapt,Adapt toolkit widget deadline into the shared React/TypeScript resource view keyed to the method result and source identity.,Open the deadline panel from a selected method result; inspect source links and save a reviewed output or proposal.,Agent can request the deadline view metadata and method result; it cannot treat widget markup as authority or bypass method policy.,shared UI component contract; method result schema; source/result links; CSP and renderer policy,"Widget URI lifecycle, host support, and result-to-view data contract need confirmation.","Render deadline with a synthetic result, confirm keyboard/accessibility behavior, provenance links, and unavailable-state handling.",Convert widget deadline to a typed shared view and bind it to the governed method result.
cap-e16a85893cccac18545f,98,packet,mcp_widget,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\generated-widgets.ts,26ea34394abe94ebf2e7c90dd16c9da875e723291013ab036f9bfef4163150ce,generated HTML widget source present,registerAppResource loop; tool metadata points to UI URI,shared_code,adapt,Adapt toolkit widget packet into the shared React/TypeScript resource view keyed to the method result and source identity.,Open the packet panel from a selected method result; inspect source links and save a reviewed output or proposal.,Agent can request the packet view metadata and method result; it cannot treat widget markup as authority or bypass method policy.,shared UI component contract; method result schema; source/result links; CSP and renderer policy,"Widget URI lifecycle, host support, and result-to-view data contract need confirmation.","Render packet with a synthetic result, confirm keyboard/accessibility behavior, provenance links, and unavailable-state handling.",Convert widget packet to a typed shared view and bind it to the governed method result.
cap-b2ab1e9d4f4b121cd8b0,99,route,mcp_widget,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\generated-widgets.ts,26ea34394abe94ebf2e7c90dd16c9da875e723291013ab036f9bfef4163150ce,generated HTML widget source present,registerAppResource loop; tool metadata points to UI URI,shared_code,adapt,Adapt toolkit widget route into the shared React/TypeScript resource view keyed to the method result and source identity.,Open the route panel from a selected method result; inspect source links and save a reviewed output or proposal.,Agent can request the route view metadata and method result; it cannot treat widget markup as authority or bypass method policy.,shared UI component contract; method result schema; source/result links; CSP and renderer policy,"Widget URI lifecycle, host support, and result-to-view data contract need confirmation.","Render route with a synthetic result, confirm keyboard/accessibility behavior, provenance links, and unavailable-state handling.",Convert widget route to a typed shared view and bind it to the governed method result.
cap-6ccdf6a7e41737af43ce,100,search,mcp_widget,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\generated-widgets.ts,26ea34394abe94ebf2e7c90dd16c9da875e723291013ab036f9bfef4163150ce,generated HTML widget source present,registerAppResource loop; tool metadata points to UI URI,shared_code,adapt,Adapt toolkit widget search into the shared React/TypeScript resource view keyed to the method result and source identity.,Open the search panel from a selected method result; inspect source links and save a reviewed output or proposal.,Agent can request the search view metadata and method result; it cannot treat widget markup as authority or bypass method policy.,shared UI component contract; method result schema; source/result links; CSP and renderer policy,"Widget URI lifecycle, host support, and result-to-view data contract need confirmation.","Render search with a synthetic result, confirm keyboard/accessibility behavior, provenance links, and unavailable-state handling.",Convert widget search to a typed shared view and bind it to the governed method result.
cap-a57b10288ec55eddb254,101,sources,mcp_widget,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\generated-widgets.ts,26ea34394abe94ebf2e7c90dd16c9da875e723291013ab036f9bfef4163150ce,generated HTML widget source present,registerAppResource loop; tool metadata points to UI URI,shared_code,adapt,Adapt toolkit widget sources into the shared React/TypeScript resource view keyed to the method result and source identity.,Open the sources panel from a selected method result; inspect source links and save a reviewed output or proposal.,Agent can request the sources view metadata and method result; it cannot treat widget markup as authority or bypass method policy.,shared UI component contract; method result schema; source/result links; CSP and renderer policy,"Widget URI lifecycle, host support, and result-to-view data contract need confirmation.","Render sources with a synthetic result, confirm keyboard/accessibility behavior, provenance links, and unavailable-state handling.",Convert widget sources to a typed shared view and bind it to the governed method result.
cap-67b6e45718397aad09dd,102,family-court-console,mcp_server,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\.mcp.json,b3a0142acde5f6ae1569d7d714029a696b6dcea58779d4276dbd086f97dfa8cd,local implementation present,stdio launch configured,operational_support,investigate,"Retain server family-court-console as an operational connection candidate; Task F must prove current ownership, route, auth, and capability discovery before any Advocatio registration.","An operator reviews family-court-console ownership, health, and discovery receipts; users receive no capability until the connection is explicitly enabled.","Agents cannot invoke family-court-console while its current route and authorization remain unproven; only a reviewed, enabled connection may expose scoped methods.",current deployment identity; service allocation; transport/auth proof; discovery receipt; owner approval,"Current endpoint, route ownership, authentication, protocol parity, and live capability list are unresolved.","Task F must prove family-court-console listener identity, DNS/transport, authentication and discovery, then run one approved synthetic read and capture failure/timeout receipts.",Queue family-court-console for Task F current-route reconciliation; keep it disabled until ownership and capability parity are evidenced.
cap-fdc2a037b0377ed18d56,103,courtlistener,mcp_server,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\.mcp.json,b3a0142acde5f6ae1569d7d714029a696b6dcea58779d4276dbd086f97dfa8cd,external declaration only,HTTP endpoint declared; authentication not exercised,operational_support,investigate,"Retain server courtlistener as an operational connection candidate; Task F must prove current ownership, route, auth, and capability discovery before any Advocatio registration.","An operator reviews courtlistener ownership, health, and discovery receipts; users receive no capability until the connection is explicitly enabled.","Agents cannot invoke courtlistener while its current route and authorization remain unproven; only a reviewed, enabled connection may expose scoped methods.",current deployment identity; service allocation; transport/auth proof; discovery receipt; owner approval,"Current endpoint, route ownership, authentication, protocol parity, and live capability list are unresolved.","Task F must prove courtlistener listener identity, DNS/transport, authentication and discovery, then run one approved synthetic read and capture failure/timeout receipts.",Queue courtlistener for Task F current-route reconciliation; keep it disabled until ownership and capability parity are evidenced.
cap-e9a09ef94434e6404a3b,107,open_dashboard,mcp_tool,C:\Users\matts\.codex\plugins\cache\custody-guide-codex-local\family-court-toolkit-codex\2.0.0,2.0.0,C:\Users\matts\.codex\plugins\cache\custody-guide-codex-local\family-court-toolkit-codex\2.0.0\mcp-app\src\server.ts,d4b38af8c259fa3ad452d1f0ad481a74977bc309ec145abfc8c5e151aa192562,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/open_dashboard through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/open_dashboard, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/open_dashboard through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/open_dashboard, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/open_dashboard's current route and read contract, then gate the method on Task F connection evidence."
cap-02d1456b746de8ed39ef,108,route_issue,mcp_tool,C:\Users\matts\.codex\plugins\cache\custody-guide-codex-local\family-court-toolkit-codex\2.0.0,2.0.0,C:\Users\matts\.codex\plugins\cache\custody-guide-codex-local\family-court-toolkit-codex\2.0.0\mcp-app\src\server.ts,d4b38af8c259fa3ad452d1f0ad481a74977bc309ec145abfc8c5e151aa192562,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/route_issue through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/route_issue, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/route_issue through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/route_issue, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/route_issue's current route and read contract, then gate the method on Task F connection evidence."
cap-9bb5568438691524176e,109,calculate_planning_date,mcp_tool,C:\Users\matts\.codex\plugins\cache\custody-guide-codex-local\family-court-toolkit-codex\2.0.0,2.0.0,C:\Users\matts\.codex\plugins\cache\custody-guide-codex-local\family-court-toolkit-codex\2.0.0\mcp-app\src\server.ts,d4b38af8c259fa3ad452d1f0ad481a74977bc309ec145abfc8c5e151aa192562,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/calculate_planning_date through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/calculate_planning_date, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/calculate_planning_date through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/calculate_planning_date, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/calculate_planning_date's current route and read contract, then gate the method on Task F connection evidence."
cap-885630b0e5b286e5e7c7,110,get_packet_plan,mcp_tool,C:\Users\matts\.codex\plugins\cache\custody-guide-codex-local\family-court-toolkit-codex\2.0.0,2.0.0,C:\Users\matts\.codex\plugins\cache\custody-guide-codex-local\family-court-toolkit-codex\2.0.0\mcp-app\src\server.ts,d4b38af8c259fa3ad452d1f0ad481a74977bc309ec145abfc8c5e151aa192562,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/get_packet_plan through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/get_packet_plan, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/get_packet_plan through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/get_packet_plan, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/get_packet_plan's current route and read contract, then gate the method on Task F connection evidence."
cap-82dfbcd12253dbaf02e5,111,get_checklist,mcp_tool,C:\Users\matts\.codex\plugins\cache\custody-guide-codex-local\family-court-toolkit-codex\2.0.0,2.0.0,C:\Users\matts\.codex\plugins\cache\custody-guide-codex-local\family-court-toolkit-codex\2.0.0\mcp-app\src\server.ts,d4b38af8c259fa3ad452d1f0ad481a74977bc309ec145abfc8c5e151aa192562,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/get_checklist through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/get_checklist, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/get_checklist through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/get_checklist, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/get_checklist's current route and read contract, then gate the method on Task F connection evidence."
cap-ea8918f4b35169dfd50b,112,audit_sources,mcp_tool,C:\Users\matts\.codex\plugins\cache\custody-guide-codex-local\family-court-toolkit-codex\2.0.0,2.0.0,C:\Users\matts\.codex\plugins\cache\custody-guide-codex-local\family-court-toolkit-codex\2.0.0\mcp-app\src\server.ts,d4b38af8c259fa3ad452d1f0ad481a74977bc309ec145abfc8c5e151aa192562,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/audit_sources through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/audit_sources, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/audit_sources through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/audit_sources, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/audit_sources's current route and read contract, then gate the method on Task F connection evidence."
cap-bc5c8f21fdb2848ba158,113,search_guide,mcp_tool,C:\Users\matts\.codex\plugins\cache\custody-guide-codex-local\family-court-toolkit-codex\2.0.0,2.0.0,C:\Users\matts\.codex\plugins\cache\custody-guide-codex-local\family-court-toolkit-codex\2.0.0\mcp-app\src\server.ts,d4b38af8c259fa3ad452d1f0ad481a74977bc309ec145abfc8c5e151aa192562,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/search_guide through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/search_guide, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/search_guide through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/search_guide, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/search_guide's current route and read contract, then gate the method on Task F connection evidence."
cap-8f5dbdbcd1225f4b328a,114,build_chronology,mcp_tool,C:\Users\matts\.codex\plugins\cache\custody-guide-codex-local\family-court-toolkit-codex\2.0.0,2.0.0,C:\Users\matts\.codex\plugins\cache\custody-guide-codex-local\family-court-toolkit-codex\2.0.0\mcp-app\src\server.ts,d4b38af8c259fa3ad452d1f0ad481a74977bc309ec145abfc8c5e151aa192562,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/build_chronology through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/build_chronology, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/build_chronology through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/build_chronology, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/build_chronology's current route and read contract, then gate the method on Task F connection evidence."
cap-31965e1c762c0f68d5eb,119,checklist,mcp_widget,C:\Users\matts\.codex\plugins\cache\custody-guide-codex-local\family-court-toolkit-codex\2.0.0,2.0.0,C:\Users\matts\.codex\plugins\cache\custody-guide-codex-local\family-court-toolkit-codex\2.0.0\mcp-app\src\generated-widgets.ts,4a64c083725e60fc94839476bfd147eb92b8795ebff441eddfe4f057ac70029e,generated HTML widget source present,registerAppResource loop; tool metadata points to UI URI,shared_code,adapt,Adapt toolkit widget checklist into the shared React/TypeScript resource view keyed to the method result and source identity.,Open the checklist panel from a selected method result; inspect source links and save a reviewed output or proposal.,Agent can request the checklist view metadata and method result; it cannot treat widget markup as authority or bypass method policy.,shared UI component contract; method result schema; source/result links; CSP and renderer policy,"Widget URI lifecycle, host support, and result-to-view data contract need confirmation.","Render checklist with a synthetic result, confirm keyboard/accessibility behavior, provenance links, and unavailable-state handling.",Convert widget checklist to a typed shared view and bind it to the governed method result.
cap-e5c45085c81b37e25d67,120,chronology,mcp_widget,C:\Users\matts\.codex\plugins\cache\custody-guide-codex-local\family-court-toolkit-codex\2.0.0,2.0.0,C:\Users\matts\.codex\plugins\cache\custody-guide-codex-local\family-court-toolkit-codex\2.0.0\mcp-app\src\generated-widgets.ts,4a64c083725e60fc94839476bfd147eb92b8795ebff441eddfe4f057ac70029e,generated HTML widget source present,registerAppResource loop; tool metadata points to UI URI,shared_code,adapt,Adapt toolkit widget chronology into the shared React/TypeScript resource view keyed to the method result and source identity.,Open the chronology panel from a selected method result; inspect source links and save a reviewed output or proposal.,Agent can request the chronology view metadata and method result; it cannot treat widget markup as authority or bypass method policy.,shared UI component contract; method result schema; source/result links; CSP and renderer policy,"Widget URI lifecycle, host support, and result-to-view data contract need confirmation.","Render chronology with a synthetic result, confirm keyboard/accessibility behavior, provenance links, and unavailable-state handling.",Convert widget chronology to a typed shared view and bind it to the governed method result.
