source_id,input_index,capability,kind,origin_path,origin_version,source_path,source_sha256,observed_implementation,observed_wiring,destination,integration_approach,proposed_route,human_access,agent_access,dependencies,missing_information,required_verification,next_action
cap-6354c12b72814b841251,70,build_chronology,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\server.ts,67c4449fa57497835442a341bdc2ac8c79c30b55f427fc311cb16f656ff6e4bf,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/build_chronology through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/build_chronology, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/build_chronology through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/build_chronology, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/build_chronology's current route and read contract, then gate the method on Task F connection evidence."
cap-6a47b6da3b963d3432b4,71,case_facts,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\server.ts,67c4449fa57497835442a341bdc2ac8c79c30b55f427fc311cb16f656ff6e4bf,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/case_facts through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_facts, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_facts through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/case_facts, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/case_facts's current route and read contract, then gate the method on Task F connection evidence."
cap-adeebc0d18cba212b10d,72,survival_guide,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\server.ts,67c4449fa57497835442a341bdc2ac8c79c30b55f427fc311cb16f656ff6e4bf,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/survival_guide through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/survival_guide, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/survival_guide through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/survival_guide, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/survival_guide's current route and read contract, then gate the method on Task F connection evidence."
cap-9bca90da6a828180b9fb,73,court_language_review,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\server.ts,67c4449fa57497835442a341bdc2ac8c79c30b55f427fc311cb16f656ff6e4bf,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/court_language_review through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Select the scoped call in the tool browser; compare original and proposed court wording, then accept, reject or edit individual proposals without overwriting the original.",Permitted role can invoke toolkit/court_language_review through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","Verify original text and version are preserved; individually accept/reject proposed edits; reject stale proposals and synthetic unsupported additions. Report four distinct dimensions: structure/method, citations/legal sources, factual evidence support, substantive reasoning/requested relief. Test malformed input and unavailable dependency handling.",Specify the original/proposal result contract and four-check review fixture before enabling court-language review through the shared adapter.
cap-a1a55c64ac46da85ae7c,74,case_put,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,expose_implementation,"Expose toolkit/case_put through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_put, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_put through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","Use an isolated synthetic fixture for toolkit/case_put: verify the expected mutation or export/import effect, reject invalid scope and stale-version/conflict inputs, and prove no fixture or unverified source becomes accepted Advocatio evidence. Capture before/after hashes and the receipt.",Define toolkit/case_put's action-level contract and isolated synthetic write fixture; gate enablement on Task F route proof and mutation/rejection receipts.
cap-645c3524e6c4a6825565,75,case_query,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/case_query through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_query, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_query through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/case_query, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/case_query's current route and read contract, then gate the method on Task F connection evidence."
cap-4370d3e710dffdf8c4cc,76,case_search,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/case_search through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_search, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_search through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/case_search, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/case_search's current route and read contract, then gate the method on Task F connection evidence."
cap-27b34b2fbda3d6b992f1,77,case_graph,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/case_graph through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_graph, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_graph through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/case_graph, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/case_graph's current route and read contract, then gate the method on Task F connection evidence."
cap-5d55542440a9e3691ce7,78,case_factor_map,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/case_factor_map through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_factor_map, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_factor_map through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/case_factor_map, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/case_factor_map's current route and read contract, then gate the method on Task F connection evidence."
cap-d0c4175b7db5498bdc93,79,case_timeline,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/case_timeline through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_timeline, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_timeline through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/case_timeline, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/case_timeline's current route and read contract, then gate the method on Task F connection evidence."
cap-8844790e0fa4abb6d826,80,case_export,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,expose_implementation,"Expose toolkit/case_export through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_export, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_export through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","Use an isolated synthetic fixture for toolkit/case_export: verify the expected mutation or export/import effect, reject invalid scope and stale-version/conflict inputs, and prove no fixture or unverified source becomes accepted Advocatio evidence. Capture before/after hashes and the receipt.",Define toolkit/case_export's action-level contract and isolated synthetic write fixture; gate enablement on Task F route proof and mutation/rejection receipts.
cap-db35b60d79e67808b553,81,case_import,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,expose_implementation,"Expose toolkit/case_import through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_import, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_import through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","Use an isolated synthetic fixture for toolkit/case_import: verify the expected mutation or export/import effect, reject invalid scope and stale-version/conflict inputs, and prove no fixture or unverified source becomes accepted Advocatio evidence. Capture before/after hashes and the receipt.",Define toolkit/case_import's action-level contract and isolated synthetic write fixture; gate enablement on Task F route proof and mutation/rejection receipts.
cap-953db941610901f3f9c9,82,case_summary,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/case_summary through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_summary, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_summary through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/case_summary, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/case_summary's current route and read contract, then gate the method on Task F connection evidence."
cap-28bf062fbbe3c1a8f478,83,case_status,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,expose_implementation,"Expose toolkit/case_status through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_status, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_status through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","Use an isolated synthetic fixture for toolkit/case_status: verify the expected mutation or export/import effect, reject invalid scope and stale-version/conflict inputs, and prove no fixture or unverified source becomes accepted Advocatio evidence. Capture before/after hashes and the receipt.",Define toolkit/case_status's action-level contract and isolated synthetic write fixture; gate enablement on Task F route proof and mutation/rejection receipts.
cap-a4599dcddaa6fc88a3ed,84,case_docket,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/case_docket through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_docket, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_docket through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/case_docket, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/case_docket's current route and read contract, then gate the method on Task F connection evidence."
cap-8d3fb421da2739ba1041,85,case_memo,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,expose_implementation,"Expose toolkit/case_memo through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_memo, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_memo through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","Use an isolated synthetic fixture for toolkit/case_memo: verify the expected mutation or export/import effect, reject invalid scope and stale-version/conflict inputs, and prove no fixture or unverified source becomes accepted Advocatio evidence. Capture before/after hashes and the receipt.",Define toolkit/case_memo's action-level contract and isolated synthetic write fixture; gate enablement on Task F route proof and mutation/rejection receipts.
cap-9301477d9ca5e8378836,86,case_evidence_log,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,expose_implementation,"Expose toolkit/case_evidence_log through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_evidence_log, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_evidence_log through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","Use an isolated synthetic fixture for toolkit/case_evidence_log: verify the expected mutation or export/import effect, reject invalid scope and stale-version/conflict inputs, and prove no fixture or unverified source becomes accepted Advocatio evidence. Capture before/after hashes and the receipt.",Define toolkit/case_evidence_log's action-level contract and isolated synthetic write fixture; gate enablement on Task F route proof and mutation/rejection receipts.
cap-a8484e47fc03cc094931,87,case_eval,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,expose_implementation,"Expose toolkit/case_eval through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_eval, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_eval through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","Use an isolated synthetic fixture for toolkit/case_eval: verify the expected mutation or export/import effect, reject invalid scope and stale-version/conflict inputs, and prove no fixture or unverified source becomes accepted Advocatio evidence. Capture before/after hashes and the receipt.",Define toolkit/case_eval's action-level contract and isolated synthetic write fixture; gate enablement on Task F route proof and mutation/rejection receipts.
cap-b71da34d8fbb147a896b,88,case_reference,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,expose_implementation,"Expose toolkit/case_reference through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_reference, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_reference through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","Use an isolated synthetic fixture for toolkit/case_reference: verify the expected mutation or export/import effect, reject invalid scope and stale-version/conflict inputs, and prove no fixture or unverified source becomes accepted Advocatio evidence. Capture before/after hashes and the receipt.",Define toolkit/case_reference's action-level contract and isolated synthetic write fixture; gate enablement on Task F route proof and mutation/rejection receipts.
cap-5d44a7a97342e7609afc,89,case_source,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/case_source through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_source, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_source through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/case_source, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/case_source's current route and read contract, then gate the method on Task F connection evidence."
cap-eae9bedb1548e956b69d,90,release-status,mcp_resource,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\server.ts,67c4449fa57497835442a341bdc2ac8c79c30b55f427fc311cb16f656ff6e4bf,registered callback present,registered in server; live resource/prompt listing not exercised,resource,expose_implementation,GET /v1/mcp/resources?uri=custody://release-status&source_id=cap-eae9bedb1548e956b69d; POST /v1/mcp/resources/read,Phone: open the resource by URI in the Advocatio resource browser and inspect version/provenance.,Scoped agent resource read by authorized URI through the shared MCP client; resource listing/read must be exercised.,Registered MCP server/connection and URI contract; Task F remote identity/hash reconciliation pending.,"Live listing/read result, payload hash and remote registration parity are not independently verified here.","Task F compare remote resource identity/version/hash, then exercise GET listing and authorized POST read with provenance.","Task F reconcile remote resource by URI/ID/hash, then verify listing/read contract before exposing it in Advocatio."
cap-cf2e1d9dd3cfa292fd8e,91,verified-sources,mcp_resource,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\server.ts,67c4449fa57497835442a341bdc2ac8c79c30b55f427fc311cb16f656ff6e4bf,registered callback present,registered in server; live resource/prompt listing not exercised,resource,expose_implementation,GET /v1/mcp/resources?uri=custody://verified-sources&source_id=cap-cf2e1d9dd3cfa292fd8e; POST /v1/mcp/resources/read,Phone: open the resource by URI in the Advocatio resource browser and inspect version/provenance.,Scoped agent resource read by authorized URI through the shared MCP client; resource listing/read must be exercised.,Registered MCP server/connection and URI contract; Task F remote identity/hash reconciliation pending.,"Live listing/read result, payload hash and remote registration parity are not independently verified here.","Task F compare remote resource identity/version/hash, then exercise GET listing and authorized POST read with provenance.","Task F reconcile remote resource by URI/ID/hash, then verify listing/read contract before exposing it in Advocatio."
cap-a091402c56f09e74783a,92,safe-case-intake,mcp_prompt,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\server.ts,67c4449fa57497835442a341bdc2ac8c79c30b55f427fc311cb16f656ff6e4bf,registered callback present,registered in server; live resource/prompt listing not exercised,mcp_tool,expose_implementation,"Expose safe-case-intake through the versioned MCP prompt/resource contract after discovery, preserving source/version metadata and requiring scoped arguments and review before any downstream action.","User discovers the prompt, supplies arguments in a form, inspects returned content and references, and decides whether to continue.","Agent may retrieve and apply the prompt only through an allowlisted connection and scoped task; invocation, result identity, and disposition are recorded.",registered MCP connection; prompt schema and metadata; auth/scope; invocation receipt; source/case policy,live prompt listing and URI/argument contract; protocol compatibility; auth scope; returned metadata and error behavior,Discover prompt via registered route; compare schema/version and URI; test disabled/auth/schema-change/error paths; verify result receipt and human review.,"Discover and version the safe-case-intake prompt contract, then fixture-test retrieval and guarded use through the shared MCP client."
cap-58dd4bc8f47707624bed,93,verify-legal-claim,mcp_prompt,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\server.ts,67c4449fa57497835442a341bdc2ac8c79c30b55f427fc311cb16f656ff6e4bf,registered callback present,registered in server; live resource/prompt listing not exercised,mcp_tool,expose_implementation,"Expose verify-legal-claim through the versioned MCP prompt/resource contract after discovery, preserving source/version metadata and requiring scoped arguments and review before any downstream action.","User discovers the prompt, supplies arguments in a form, inspects returned content and references, and decides whether to continue.","Agent may retrieve and apply the prompt only through an allowlisted connection and scoped task; invocation, result identity, and disposition are recorded.",registered MCP connection; prompt schema and metadata; auth/scope; invocation receipt; source/case policy,live prompt listing and URI/argument contract; protocol compatibility; auth scope; returned metadata and error behavior,Discover prompt via registered route; compare schema/version and URI; test disabled/auth/schema-change/error paths; verify result receipt and human review.,"Discover and version the verify-legal-claim prompt contract, then fixture-test retrieval and guarded use through the shared MCP client."
cap-bada6884cc8ec3298a34,94,checklist,mcp_widget,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\generated-widgets.ts,26ea34394abe94ebf2e7c90dd16c9da875e723291013ab036f9bfef4163150ce,generated HTML widget source present,registerAppResource loop; tool metadata points to UI URI,shared_code,adapt,Adapt toolkit widget checklist into the shared React/TypeScript resource view keyed to the method result and source identity.,Open the checklist panel from a selected method result; inspect source links and save a reviewed output or proposal.,Agent can request the checklist view metadata and method result; it cannot treat widget markup as authority or bypass method policy.,shared UI component contract; method result schema; source/result links; CSP and renderer policy,"Widget URI lifecycle, host support, and result-to-view data contract need confirmation.","Render checklist with a synthetic result, confirm keyboard/accessibility behavior, provenance links, and unavailable-state handling.",Convert widget checklist to a typed shared view and bind it to the governed method result.
cap-4e706f748fa050d0bdf2,95,chronology,mcp_widget,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\generated-widgets.ts,26ea34394abe94ebf2e7c90dd16c9da875e723291013ab036f9bfef4163150ce,generated HTML widget source present,registerAppResource loop; tool metadata points to UI URI,shared_code,adapt,Adapt toolkit widget chronology into the shared React/TypeScript resource view keyed to the method result and source identity.,Open the chronology panel from a selected method result; inspect source links and save a reviewed output or proposal.,Agent can request the chronology view metadata and method result; it cannot treat widget markup as authority or bypass method policy.,shared UI component contract; method result schema; source/result links; CSP and renderer policy,"Widget URI lifecycle, host support, and result-to-view data contract need confirmation.","Render chronology with a synthetic result, confirm keyboard/accessibility behavior, provenance links, and unavailable-state handling.",Convert widget chronology to a typed shared view and bind it to the governed method result.
